Target,Source
Broken Custom Armor,破损的定制护甲
Custom Armor Broken by a Critical Hit,定制护甲被重击所破损
Deal chaotic instead of evil damage,造成混乱伤害而非邪恶伤害
Success or Failure,成功或失败
Formation vs. Area Effects,阵法 对抗 区域效果
Save against Target possessing Fulvia's Ring,豁免，对抗持有芙薇娅戒指的目标
Save against Target wearing Fulvia's Ring,豁免，对抗装备芙薇娅戒指的目标
Target possesses Fulvia's Ring,目标持有芙薇娅的戒指
Target is wearing Fulvia's Ring,目标装备芙薇娅的戒指
Disguised as a Child,正伪装成孩子
Krampus rolls checks against Naughty Target,坎普斯对抗“淘气”目标掷骰
Flame of Justice Critical Hit,正义之炎 重击
Subservience Defend,侍奉-防守
Subservience Fetch,侍奉-拿取
Subservience Kill,侍奉-杀戮
5 Longswords,5把长剑
4 Longswords,4把长剑
1 Longsword,1把长剑
How many longswords is the Marilith wielding?,六臂蛇魔持握的长剑数量？
6 Longswords,6把长剑
3 Longswords,3把长剑
2 Longswords,2把长剑
To Avoid Getting Lost,避免迷失
Alchemical Cartridge Ruptured,炼金定装弹破裂
Target Murdered Pale Stranger,目标是苍陌客的杀手
Target has Never Killed,目标从未杀过一个活物
Telekinetic Storm Multiple Targets,心灵风暴-多个目标
Telekinetic Storm Single Target,心灵风暴-单个目标
Suppress Mindfog Aura,压制迷心灵光
Divine Lightning Good Damage,神圣雷霆-善良伤害
Divine Lightning Positive Damage,神圣雷霆-正能量伤害
Adult Sovereign Dragon,成年龙王
Ancient Sovereign Dragon,古龙王
Dragon Granting the Effect,龙赐予的效果
Bonus to AC,加值
Bonus to Attack,攻击加值
Granted Effect,赐予效果
Medical Malpractice (Critical Success),医疗事故（重击）
Attack a Plant,攻击一个植物
Cloudless Void Stance,覆云冥爪架势
Sundered Veins Stance,脉断气绝架势
Nightmare Guardian Rage,噩梦守护者狂暴
Extreme Battle,极端战斗
Extreme Skillful,极端巧技
Extreme Spellcasting,极端法艺
Major Battle,高等战斗
Major Skillful,高阶巧技
Major Spellcasting,高阶法艺
Minor Battle,次等战斗
Minor Skillful,低阶巧技
Minor Spellcasting,低阶法艺
Moderate Battle,中等战斗
Moderate Skillful,中阶巧技
Moderate Spellcasting,中阶法艺
Selector,已选中
You've made a strike this round,这一轮你已经攻击过了
In a non-trivial encounter,正身处一次不平凡的遭遇中
Minor,次要
All targets of Heal are living creatures,治疗的所有目标都是活物
Deactivated By,使其失效
Hide (If Disabled),隐藏(若禁用)
Brackets,括号
1x Damage on Crit,重击一倍伤害
2x Damage on Crit,重击两倍伤害
Critical Damage Only,只有重击伤害
Damage Type,伤害类型
Predicate,谓语
Primitive,初始
Allow Duplicates,允许重复项
Reevaluate on Update,更新时重新估价
Replace Self,更新自身
Outcome,成果
Text Content,文本内容
Title,标题
ActiveEffect-Like,类主动效果
Actor Traits,角色特征
Adjust Degree of Success,调整成功程度
Adjust Modifier,配置调整值
Adjust Strike,调整打击
Base Speed,基础速度
Battle Form,战斗形态
Choice Set,选择集
Crafting Entry,制作条目
Crafting Formula,制作配方
Creature Size,生物体型
Damage Dice,伤害骰
Dexterity Modifier Cap,最大敏捷调整值
Ephemeral Effect,临时效果
Fast Healing/Regeneration,快速治疗/再生
Fixed Proficiency,熟练调整
Flat Modifier,固定调整值
Grant Item,授予物品
Immunity,免疫
Lose Hit Points,失去生命
Mark Token,标记指示物
Martial Proficiency,军用熟练
Note,笔记
Roll Option,掷骰选项
Roll Twice,双骰
Sense,感官
Substitute Roll,替代掷骰
Temporary Hit Points,临时生命
Temp,临时
Token Effect Icon,指示物效果图标
Token Image,指示物图像
Token Light,指示物光照
Token Name,指示物名称
Unrecognized Rule Element,无法识别的规则元素
Weakness,弱点
Weapon Potency,武器熟练
About Caves,关于洞穴
In Acidic Surroundings,酸性环境中
Against Demons,对抗恶魔
To Aid,协助
Using Fascinating Performance Outdoors in Bright Sun,在明亮日光的户外使用迷魂表演
For Blacksmithing,用于铁匠
In Blood of Water,于血泊之中
Buried,活埋
Can Clearly Identify the Stars,能够清晰地辨别星星
To Climb,攀爬
To Climb or Swim,攀爬或游泳
To Command an Animal,命令动物
To Conceal an Object,隐藏物件
To Craft Alchemical Items,制作炼金物品
To Craft Alchemical or Medicinal Items,制作炼金或医疗用品
Using Bone,使用骨头
To Craft Jewelry,制作珠宝首饰
To Craft Snares,制作圈套
To Craft Traps,制作陷阱
To Craft Traps and Snares,制作陷阱与圈套
To Create Forgery,伪造文书
To Dance,舞蹈
In Darkness,在黑暗中
In Darkness or Smoke,在黑暗或烟雾中
Amid Decaying Plant Matter or Fungus,在腐烂的植物质或真菌中
To Demoralize,挫败士气
To Demoralize with Threatening Lunge,通过威吓进逼来挫败士气
In Deserts,在沙漠中
In Dim Light,在昏暗光中
In Dim Light or Darkness,在昏暗或黑暗中
To Disable a Device,解除装置
To Disarm,卸武
To Disarm or Grapple,卸武或擒抱
"To Disarm, Grapple, or avoid being Disarmed",卸武，擒抱或防止被卸武
To Disarm a Metal Item,卸武一件金属物品
To Disarm Stone or Metal Objects,卸武石质或金属物品
To Create a Diversion,分神
To Escape,逃脱
To Feint,虚招
"To Force Open, Grapple, Shove, or Trip",破拆、擒拿、推撞或摔绊
In Forests,在森林中
In Forests or Jungles,在森林或丛林中
In Forests or Snow,在森林或雪地中
In Forests or Swamps,在森林或沼泽中
In Forests or Underground Areas,在森林或地下区域
To Tell Fortunes,占卜
to Gather Information,搜集信息
To Grapple,擒抱
To Grapple or Shove,擒抱或推撞
To Hide,躲藏
To Hide Inside a Body,隐藏于身
To Hide in Dim Light,在昏暗的光线中躲藏
To Hide in Dim Light or Darkness,在昏暗或黑暗中躲藏
To Hide or Sneak Among Inscriptions,在铭文中躲藏或潜行
To High Jump or Long Jump,跳高或跳远
In Ice or Snow,在冰或雪中
To Imitate Stone,模仿石头
To Imitate a Voice,模仿声音
To Impersonate,乔装
"To Impersonate a Cloak, Sheet, or Ray",乔装一个斗篷、被单或射线
To Impersonate Clothing,乔装衣物
To Impersonate a Human Version of Themselves,乔装为他们自己的人类形态时
To Impersonate an Inanimate Object,乔装非生物物体
To Impersonate a Mound,乔装土坡
To Impersonate a Past Self,模仿过去的自己
To Jump or Climb,跳跃或攀爬
To Jump or Swim,跳跃或游泳
In Jungles,在丛林中
In Jungles or Flower Fields,在丛林或花田中
In Junk or Debris,在垃圾或残骸中
In Lair,在兽穴中
In Lava,在熔岩中
Near Ley Line,灵脉附近
To Lie,欺骗
To Long Jump,跳远
To Play the Lute,弹奏鲁特琴
To Make an Impression,建立印象
To Maneuver in Flight,空中机动
In Moist Environments,在潮湿环境中
In Mountains,在山脉中
To Navigate,导航
Near The Ocean,临近海洋
"Nighttime, with the Moon Visible",能看到月亮的夜间
In Oceans and Forests,在海上或林中
To Orate,演说
To Paint,绘画
To Palm an Object or Steal,手上功夫或盗窃
To Pick a Lock,开锁
To Craft Poisons,制作毒药
To Spout Prophecy,道出预言
Raining,下雨
To Recall Knowledge,回忆知识
To Recall Knowledge about a deceased subject,回忆关于已故受术者的知识
In Rocky Terrain,在岩石地形
In Ruins,在废墟中
In Running Water,在流动的水中
In Areas of Rusty Objects,堆积生锈物体的区域中
In Sand,在沙地中
to Sense Motive,察言观色
In Sewers,下水道中
In Sewers and Scrapyards,在下水道和废料场
In the Shooting Gallery,在靶场
To Shove,推撞
Singing,歌唱
In Snow,雪中
To Squeeze,挤入空间
To Steal,盗窃
In Stony or Icy Areas,在岩石或冰块地区
For Stringed Instruments,演奏弦乐器
To Subsist,求生
In Swamps,沼泽中
In the Swardlands,在沼泽地里
To Swim,游泳
In Tar Pits,焦油坑内
To Tell the Truth,讲述真相
In Thick Vegetation,茂密植被中
To Track,追踪
To Track a Bleeding Creature,追踪流血生物
To Track Their Creator,追踪其创造者
Traps,陷阱
In Trash and Rubbish,垃圾中
To Trip,摔绊
To Trip and Tangle,摔绊和绊足
To Tumble Through,翻滚
In Tundra,在苔原
Underground,黑市
In Undergrowth,灌木丛中
Underwater,水下
In Underwater Vegetation,水下植被中
In Vegetation,植被中
vs. Arthropods,对抗节肢动物
vs. Controlled effects,对抗被控制效果
"vs. Darkness, Light or Shadow effects",对抗黑暗、光亮或阴影效果
vs. Demons,对抗恶魔
vs. Diseases,对抗疾病
vs. Emotion effects,对抗情绪效果
vs. Magical effects,对抗魔法效果
vs. Mental effects,对抗心灵效果
vs. Plants,对抗植物
vs. Prone effects,对抗倒地效果
vs. Shove or Trip,对抗推撞或摔绊
vs. sleeping targets,对抗睡眠的目标
In Water,在水中
In Water or Mud,在水或泥中
To Weave,纺织
Woodworking,木工
Three Actions,3动作
Two Actions,2动作
Select a common ancestry.,选择一个常见族裔。
Select a 7th-level or lower general feat.,选择一个7级或更低的通用专长。
You've Used Thermal Eruption Today,你今天已用过活化火山
Stone Fist,石拳
Choose the bonus from Aid.,选择协助带来的加值
Select a research field.,选择一个研究课题
In Spider or Hybrid Form,在真实形态或蜘蛛形态下
Select a 1st-level ancestry feat.,选择一个1级族裔专长
Select a multiclass dedication feat.,选择一个兼职入门专长
Animal Skin w/ Bracers of Armor,野兽之肤/盔甲护腕
Animal Skin w/ Explorer's Clothing,野兽之肤/探险者服装
Animal Skin w/ Mage Armor,野兽之肤/法师护甲
Select a movement type.,选择一种移动类型
Select an unarmed strike.,选择一种无武装打击
Gain a climb speed,获得攀爬速度
Increase speeds,增加速度
Gain a swim speed,获得游泳速度
Select a feat to augment,选择一种增强感官
Choose an enhancement,选择一种增强
Gain additional Resistances,获得额外抗力
Enhance existing resistance,增强已有抗力
Running on all fours,四足奔跑
Select a type of energy damage.,选择一种能量类型
Bull,牛
Deer,鹿
Frog,蛙
Select an animal.,选择一种动物
Deal normal rage damage,造成正常的狂暴伤害
Draconic Rage,龙类狂暴
Select a dragon.,选择一种龙
Select an energy type for Raging Resistance.,选择狂暴的能量抗力类型。
Level 1 barbarian class feature,1级野蛮人职业特性
Select an instinct.,选择一种本能
Negative Damage,负能量伤害
Positive Damage,正能量伤害
Spirit Rage,精魂狂暴
Target is a caster,目标是施法者
Select a muse.,选择缪斯
Echolocation (Imprecise) 30 feet,回声定位(模糊)30尺
Improve your echolocation to precise,将回声定位提升为精确感官
Scent (Imprecise) 30 feet,灵敏嗅觉(模糊)30尺
Tremorsense (Imprecise) 30 feet,震颤感知(模糊)30尺
Improve your tremorsense to precise,将震颤感知提升为精确感官
Choose one saving throw.,选择一种豁免
Use your omen,使用你的预兆
To Gather Information regarding hunted prey,针对猎杀目标进行搜集信息
Garess,盖雷斯
Lebeda,莱贝达
Lodovka,洛多夫卡
Medvyed,梅德伟耶德
Orlovsky,奥尔洛夫斯基
Select your Brevic lineage,选择你所属的布雷斡家族
Surtova,索托瓦
Select your Catharsis Emotion,选择宣洩情绪
Orange (Acid),橙(酸)
Yellow (Electricity),黄(电击)
Red (Fire),红(火焰)
Violet (Force),紫(力场)
Indigo (Mental),靛(心灵)
Green (Poison),绿(毒素)
Select a color.,选择一种颜色
Blue (Sonic),蓝(音波)
Destabilize timestream (Failure),动摇时间流（失败）
Destabilize timestream (Success),动摇时间流（成功）
Stabilize timestream,稳定时间流
Clan Pistol (Ancestry Feat),氏族手枪（族裔专长）
Clan Weapon,氏族武器
Select a clan weapon.,选择一种氏族武器
1st-level cleric class feature,1级牧师职业特性
Select a doctrine.,选择一种信条
Select an unarmed attack.,选择一种无武装打击
Select a level of cover.,选择掩蔽等级
Standard,标准
Select the shield's AC bonus.,选择盾牌加值
Defending against a fire spell,防御火焰法术
1st-level champion class feature,1级神卫职业特性
Select a champion's cause,选择神卫事业
Awakened,觉醒
Blasting Beams: Agile Strikes,爆炸射线: 灵巧打击
Blasting Beams: 60-Foot Line,爆炸射线: 60尺线形
Bone Spikes: Poisoned,骨刺: 毒液
Bone Spikes: Reach,骨刺: 长触及
Consume Energy: Enhance Range,吞噬能量: 增加范围
Consume Energy: Enhance Strikes,吞噬能量: 增强打击
Distant Wandering: Flight,神游: 飞行
Distant Wandering: Quickened,神游: 迅捷
Eerie Flicker: Compress Flicker,怪异闪烁: 凝聚闪烁
Eerie Flicker: Terrifying Form,怪异闪烁: 可怕影子
Enervating Wail: Enfeebling Wail,衰弱哭嚎: 削弱哭嚎
Enervating Wail: Silent Wail,衰弱哭嚎: 无声哭嚎
Ghostly Grasp: Grab,幽冥鬼爪: 擒抱
Ghostly Grasp: Push,幽冥鬼爪: 推离
High-Speed Regeneration: Emergency Regeneration,高速再生：紧急再生
High-Speed Regeneration: Speed Boost,高速再生: 速度增加
Select an awakening for a deviant feat.,为特异专长选择一种觉醒能力。
Propulsive Leap: Speed Increase,助推飞跃: 速度增加
Propulsive Leap: Makeshift Weapon,助推飞跃: 推进武器
Storming Breath: Speedy Escape,风暴吐息: 快速逃脱
Storming Breath: Knock Prone,风暴吐息: 击倒
Tectonic Stomp: Stone Cover,地震重踏: 石块掩护
Tectonic Stomp: Stun Foes,地震重踏: 震慑敌人
Titan Swing: Bleed,泰坦挥击: 流血
Titan Swing: Knockback,泰坦挥击: 推离
Extend bone spikes,扩展骨刺
Bone Spike,骨刺
The target is pushed back 15 feet.,目标被推离15尺。
The target is pushed back 5 feet.,目标被推离5尺。
The target is pushed back 10 feet.,目标被推离10尺。
champion class feature,神卫职业特性
Select a divine ally.,选择神圣盟友
Black Dragon,黑龙
Blue Dragon,蓝龙
Brass Dragon,黄铜龙
Brine Dragon,洋龙
Bronze Dragon,青铜龙
Cloud Dragon,云龙
Copper Dragon,赤铜龙
Crystal Dragon,结晶龙
Forest Dragon,森龙
Gold Dragon,金龙
Green Dragon,绿龙
Magma Dragon,熔岩龙
Red Dragon,红龙
Sea Dragon,海龙
Silver Dragon,银龙
Sky Dragon,天龙
Sovereign Dragon,君龙
Umbral Dragon,影龙
Underworld Dragon,伏藏龙
White Dragon,白龙
Select a Dragon,选择一种龙
Scales of the Dragon w/ Explorer's Clothing,龙之鳞/探险者服装
Scales of the Dragon w/ Mage Armor,龙之鳞/法师护甲
Select a druidic order.,选择德鲁伊派系
The Boastful Hunter is Insulted,吹嘘猎手被侮辱
Pick the type of your Elemental Heart,选择元素之心的种类
Choose an ancestral foe.,选择一种世代仇敌
Select an elf heritage.,选择一个精灵族裔传承
Select the outcome of your Augury.,选择卜筮术的结果
Weal,吉
Weal and Woe,吉且凶
Woe,凶
The Boastful Hunter is Bored,吹嘘猎手感到无聊
Greater Bravo's Brew (Vs. Fear),高等狂徒醇酿（对抗恐惧）
Lesser Bravo's Brew (Vs. Fear),次等狂徒醇酿（对抗恐惧）
